,User-ID,Book-Rating
4317,3082089-justin,4.0
4318,11371828-caterina-pierre,5.0
4319,113516089-jack-kelly,5.0
4320,8367337-erica-castellanos,3.0
4321,135698550-olga,3.0
4322,22512986-jade-courtney,3.0
4323,104564034-barbara,3.0
4324,2530270-mike,4.0
4325,41012444-clara,3.0
4326,22147623-nick,4.0
4327,16084522-drew-pyke,3.0
4328,128746514-lucie,1.0
4329,19439030-paul-gaya-ochieng-simeon-juma,5.0
4330,35848209-joanna,4.0
4331,12941010-chris,4.0
4332,1851816-troy,3.0
4333,106263-eric,4.0
4334,28147257-jack-casey,4.0
4335,893672-chris-tempel,2.0
4336,10218766-d-m-b-te,2.0
4337,82944-bob,5.0
4338,73318486-adeline,3.0
4339,5180681-matthew,5.0
4340,25130264-peter-kalnin,1.0
4341,27769221-andrei,2.0
4342,4599651-ian,3.0
4343,1729623-denis,3.0
4344,2989194-sara,4.0
4345,1687461-barbara,4.0
4346,733624-al,3.0
4347,,
4348,,
4349,18887116-jose-papo,5.0
4350,51334747-ahmad-hosseini,4.0
4351,4562837-semi-academic-eric,3.0
4352,30210549-adam-zabell,4.0
4353,5523449-ahmad-badghaish,4.0
4354,26840984-mehis,5.0
4355,1249779-ebony,3.0
4356,46126996-petar-ivanov,4.0
4357,4870642-ivan-atanasov,5.0
4358,9651581-kunal,3.0
4359,7257488-fred-rose,5.0
4360,17428046-anas-faris,5.0
4361,45664795-mario-lucero,5.0
4362,26227009-mohammed-el-assal,4.0
4363,58886031-kenny-lam,5.0
4364,85649072-investingbythebooks-com,4.0
4365,6489740-lloyd-downey,4.0
4366,21981770-adam-mcnamara,4.0
4367,137064111-fred-cheyunski,4.0
4368,111431494-sean,2.0
4369,11305373-tom,1.0
4370,8947412-b-lent-duagi,4.0
4371,90840062-john-cumming,4.0
4372,42612619-matthew-maclennan,5.0
4373,57328350-lucas-carlson,4.0
4374,40631647-misol,3.0
4375,18337962-salman-ali-ehsan,5.0
4376,91526815-gergely-gorcs,5.0
4377,48062835-eszter,5.0
4378,15435937-chris,2.0
4379,1318278-allisonperkel,3.0
4380,895622-nikki,3.0
4381,4908284-du-nguyen,3.0
4382,93678287-muzaffar-khamraev,4.0
4383,87011231-kirill-protasenia,5.0
4384,122008066-ecaterina-moraru,4.0
4385,18971465-murat-tortopo-lu,5.0
4386,22727188-nguyen-thai,5.0
4387,67018345-md-al-beruni,5.0
4388,1902224-kevin-mcdonagh,5.0
4389,22013388-martin-yau,5.0
4390,45385985-peter,5.0
4391,110355550-i-lhan-aydo-an,5.0
4392,25026774-line-franzen,5.0
4393,139968625-paul-larripa,5.0
4394,5633452-steve-cronin,5.0
4395,27601004-coolwind,5.0
4396,87410527-jason-nash,5.0
4397,84864288-camille,5.0
4398,66760534-libri,5.0
4399,98617191-albert-figurfinnson,5.0
4400,106705168-amintore-confalonieri,4.0
4401,99980959-kevin-jarvis,5.0
4402,818508-perusalocity,5.0
4403,98001287-wolf,5.0
4404,12098774-nacho-bassino,5.0
4405,4858265-alexander-debkaliuk,3.0
4406,37464876-anggira,5.0
4407,50421025-david,5.0
4408,125517333-jennifer,5.0
4409,18664115-wayne-sharer,5.0
4410,26421616-peter-b,5.0
4411,55242155-manik-patil,4.0
4412,35516053-nilesh-patil,4.0
4413,699563-jer,4.0
4414,72994337-george-davidson,5.0
4415,47790041-bob-gao,4.0
4416,57996716-joe-bartmann,5.0
4417,63818810-tiago-ver-ssimo,5.0
4418,34541746-artem-fedorov,4.0
4419,20508776-ibrahim-fathy-zalat,5.0
4420,18337962-salman-ali-ehsan,5.0
4421,70353897-jeff,3.0
4422,53530864-fathi-bawazier,5.0
4423,38130800-vahid-babaloo,5.0
4424,72483790-ryan-khademi,5.0
4425,53423187-ahmad-raihan,5.0
4426,84311479-marvin-musfiq,5.0
4427,45773827-rick-sam,3.0
4428,15398308-nekane-sebastia,4.0
4429,102058049-ulises-estrada,4.0
4430,45663414-sander-s,2.0
4431,68121192-igor-uki,5.0
4432,48477838-oleh-myroshnichenko,5.0
4433,5365947-rick-lindeman,4.0
4434,6285279-salma,4.0
4435,46592017-xanh,4.0
4436,78826518-muktadir-rahman,4.0
4437,3974523-prem-aparanji,5.0
4438,5018981-jb,4.0
4439,118398284-julie,4.0
4440,63339760-haider-sarim,0.0
4441,46128861-bruno-rio,3.0
4442,86133322-thomas-daelman,5.0
4443,79972565-laura-matevosyan,5.0
4444,151985581-yvonne-xinjiang,0.0
4445,152025081-milton-bovega,5.0
4446,42270834-ernestas-poskus,4.0
4447,121187135-finn-yutthana,5.0
4448,31524232-searob,5.0
4449,138067936-nichole,5.0
4450,43852942-francesco,1.0
4451,6566872-siddharth,4.0
4452,4500084-eric,0.0
4453,8541404-burton-li,5.0
4454,65462289-andrew,5.0
4455,17048727-ashlyn,4.0
4456,3436890-dennis-boccippio,3.0
4457,42692333-svetlana-kurilova,4.0
4458,71947672-thibaut-van-spaandonck,5.0
4459,4241309-amy,4.0
4460,62598626-yaugun,5.0
4461,52623729-morten-greve,5.0
4462,47604563-khalid-sulami,4.0
4463,6498528-eric-brooke,5.0
4464,12052668-trish,5.0
4465,37568632-joshua-pitzalis,3.0
4466,10456748-frank-caron,5.0
4467,23414915-steve-van,4.0
4468,27881594-dave-applegate,4.0
4469,6427924-vassilena,4.0
4470,46439885-hayden,5.0
4471,27218155-grey,5.0
4472,9166177-siim,5.0
4473,11494059-leikhong-leow,5.0
4474,33174582-ivan-lopez-maurtua,3.0
4475,7241638-erika-schmoop,5.0
4476,38677399-clogs,5.0
4477,23303632-jesus-almaral,5.0
4478,7948568-saurabh,0.0
4479,6113805-cynthia-rennolds,5.0
4480,18274166-andrew-fearnside,5.0
4481,4940577-rod-willis,5.0
4482,5861290-stephen,5.0
4483,4951491-rui-varela-morte,5.0
4484,24235317-bert-janssens,4.0
4485,35544847-diosanubiz,5.0
4486,18263896-mimi-bishop,5.0
4487,38963624-lloyd-jong,5.0
4488,19269018-gia-nguyen,4.0
4489,3996039-inji,4.0
4490,51628592-jari-pirhonen,4.0
4491,49909611-bruno-candido,5.0
4492,45523361-wilbert-van-der-kruk,3.0
4493,2875177-tn,5.0
4494,26738287-rendell,4.0
4495,15917365-elizabeth-traver,5.0
4496,52085319-gareth-jones,5.0
4497,7734405-aqeel,4.0
4498,2938847-kent,4.0
4499,22770677-don-barger,5.0
4500,75979713-ning-jia-ong,5.0
4501,54794801-wanpeng-meng,4.0
4502,49899958-nastia,5.0
4503,20972161-maxx-phillippe,5.0
4504,65883690-alfred-nash,4.0
4505,51198281-petr-stedry,5.0
4506,5213585-adina,0.0
4507,91434473-daph-pink,4.0
4508,18382525-kevin-hsu,5.0
4509,107704225-rifat,5.0
4510,7476091-dani-perspective-of-a-writer,5.0
4511,10697179-mel,4.0
4512,21348532-liong,5.0
4513,8413178-liam-books-n-beards,5.0
4514,71589505-bahar-meow,4.0
4515,80506045-huna,5.0
4516,29942945-stay-fetters,3.0
4517,75746952-kayla,5.0
4518,128617709-holly,5.0
4519,51638920-mohammad,5.0
4520,50993741-thebookish-maze,4.0
4521,116930255-lotschrono,5.0
4522,8799104-preethi,3.0
4523,18827924-chloe-yeung,5.0
4524,54298136-yare,4.0
4525,37286608-in-s-velasques,5.0
4526,31406251-misha,1.0
4527,11611935-jhe-setiyadi,5.0
4528,15448991-nur-iman,3.0
4529,48270259-luis-lomeli-navarrete,4.0
4530,30136131-jolene-lee,4.0
4531,64743263-josh-huang,0.0
4532,6360493-stella-bee,5.0
4533,12030897-lisa-susanti,3.0
4534,63172688-yiing,4.0
4535,59294868-gina-baik,5.0
4536,18666696-bee-she-her,5.0
4537,75082744-denise,5.0
4538,123952708-jae,5.0
4539,96732045-crocodilecat,4.0
4540,51444132-asia-b,3.0
4541,121158088-teleri-thompson,4.0
4542,131203775-ter,4.0
4543,139350323-andr-baptista,5.0
4544,66712385-rozi,5.0
4545,115919988-joseph-lim,5.0
4546,93976192-dresden-effloress,4.0
4547,127290019-lala,5.0
4548,63947560-sarah-hoffschwelle,5.0
4549,55020948-anime-head,4.0
4550,44218764-mian-osumi,3.0
4551,54842999-angela-auten,5.0
4552,89178021-shiroyuki-holoyouko-nomaeru,5.0
4553,32824489-chelsea,3.0
4554,83069683-kevin-ho,4.0
4555,5597953-lyra,5.0
4556,58057140-hanan-issmail,5.0
4557,74621705-haipher,5.0
4558,49332041-zee-moore,5.0
4559,90778452-thuy-nhu-nguyen,5.0
4560,29431371-ricardo-matos,4.0
4561,81954317-giang-truong,5.0
4562,51753648-bhim-balilla,5.0
4563,12131437-niv,5.0
4564,14232026-jennifer,5.0
4565,64921635-ningster,5.0
4566,23935723-nattapan,2.0
4567,60776934-satriyo-soegianto,5.0
4568,63767905-marco-armando,4.0
4569,18678809-ashley,5.0
4570,28609363-alexa,4.0
4571,138992764-dara,5.0
4572,49303800-holly-rose,5.0
4573,75805832-miliya,5.0
4574,124340235-roberto-d,5.0
4575,18874005-nikole-english,5.0
4576,817278-jennifer,3.0
4577,64749998-chloe,5.0
4578,29823766-vyoma,5.0
4579,88264389-cat,4.0
4580,152544703-david,4.0
4581,136185797-amit-jaffe,5.0
4582,64637190-jamaica-tan,4.0
4583,86201475-evilyn-olivia,5.0
4584,135605282-rohit-prasad,5.0
4585,146126631-rena-makiura,5.0
4586,62289304-natalie-morris,5.0
4587,32389804-michael-velez,5.0
4588,15835293-bill-cooper,5.0
4589,91957416-payton-murphy,5.0
4590,117519822-gabbi-x1f90d,5.0
4591,64298814-allen-anis-sanita,5.0
4592,144487263-amira-c-b,4.0
4593,156056659-hotaru-su,5.0
4594,116544868-redzoog,4.0
4595,107870522-elise,5.0
4596,140385388-winter,5.0
4597,149445290-nguy-n-tu-minh,4.0
4598,124985420-jaewoo-choi,5.0
4599,4291297-santana-walls,5.0
4600,17256299-hanifati,4.0
4601,37160824-josiah,5.0
4602,141617121-petra,5.0
4603,81133349-aditi-pradhan,5.0
4604,35076774-dawn,4.0
4605,25497778-monica,5.0
4606,103261248-d,4.0
4607,106396689-ayah,5.0
4608,19065530-suchan,5.0
4609,90714026,5.0
4610,121589546-emmanuelle-brizuela,5.0
4611,120007085-bobbu,5.0
4612,83498055-v-v-n,5.0
4613,115907365-carlye,5.0
4614,13328314-xantababy,5.0
4615,59693811-ab,3.0
4616,37340728-seashelly,5.0
4617,147269070-ella,5.0
4618,49087606-roxanne-nelson,5.0
4619,50826236-april,4.0
4620,49243915-alannis-santiago,5.0
4621,152453908-bryan,5.0
4622,77194578-te,5.0
4623,119326280-august-taylforth,5.0
4624,11822200-len-shields,5.0
4625,18325549-ivan-dojcinovski,4.0
4626,116194204-alexander-poe,4.0
4627,109879955-bam2gr,0.0
4628,8428934-kaio,5.0
4629,88772437-nam-h-i-ph-m,5.0
4630,115589244-ser,5.0
4631,116689791-robbie,5.0
4632,128429586-athena,4.0
4633,14942179-ruby-st-martin,5.0
4634,98268597-jessa-styles,5.0
4635,91318967-alex,5.0
4636,25480360-tracy-dickens,4.0
4637,116653050-jessica-simpson,5.0
4638,119473540-mandy-the-bookish,5.0
4639,123505780-filip-bula,5.0
4640,128736949-sopon-jiaranaikul,4.0
4641,136455090-max,4.0
4642,88705697-tay,5.0
4643,90094709-kim-daly,5.0
4644,3254731-aivy,4.0
4645,71216221-ryon,5.0
4646,6815806-claire,4.0
4647,96318993-abed-alrahman-kassem,5.0
4648,63350051-dir-mud-9999,4.0
4649,121598145-togiriii,5.0
4650,69687833-claire-simons,5.0
4651,140598404-zoe-d,5.0
4652,110322944-julie-anne,2.0
4653,122426384-suka,5.0
4654,145957443-jack,5.0
4655,140204936-raggi,5.0
4656,118848758-charlotte-mcpherson,0.0
4657,36933002-yasin-haider,5.0
4658,125270081-jenni,4.0
4659,149802490-amyg,4.0
4660,144902892-noran,5.0
4661,84870408-noah-victoria,5.0
4662,153113010-april,5.0
4663,141365147-elise,5.0
4664,148884530-ali,4.0
4665,154067594-brianda-martinez,4.0
4666,127364067-eva,4.0
4667,76653051-emily-bosch,4.0
4668,156150290-cheyenne,5.0
4669,90736130-hari-mirch,5.0
4670,31285748-tayla,5.0
4671,76006391-kevintloney,5.0
4672,146706248-kaya-lam,4.0
4673,112155513-madison-fruhauf-grimmer,5.0
4674,71945343-kathleen-santiago,5.0
4675,5199300-ann-balmforth,5.0
4676,137645102-lisa,4.0
4677,145971338-luyi,4.0
4678,145228279-ariane-dokusho,5.0
4679,62323360-brittany,4.0
4680,143543203-verse,3.0
4681,10715312-ruby,5.0
4682,145343120-faith,5.0
4683,122892998-mus,5.0
4684,6788414-john,4.0
4685,131310418-mally,5.0
4686,100500372-shin,4.0
4687,2882612-norain,1.0
4688,120780593-konnor-trelz,5.0
4689,27591411-aaron,5.0
4690,51339086-jeremy-ngadiman3,5.0
4691,20006003-khairiyah-murad,4.0
4692,42038077-vivi,3.0
4693,45195427-inji-alizada,5.0
4694,39139205-gabriela,4.0
4695,16132533-eliana-lima,5.0
4696,101937253-megustabooks1,5.0
4697,40335297-fitria-y,3.0
4698,75804023-olivia-elizabeth,4.0
4699,95074033-emily,5.0
4700,84259217-luna,2.0
4701,52073380-jewels,4.0
4702,11766878-casey,5.0
4703,81056625-ranko-hong,5.0
4704,116647116-hinari-ishida,5.0
4705,50596689-cathy,3.0
4706,5515631-leah,3.0
4707,5464234-animeuver,5.0
4708,122511062-daiki-goto,5.0
4709,111659486-mol,5.0
4710,78057022-melanie-loyola,5.0
4711,52078207-hassan,5.0
4712,8269938-darkchaplain,5.0
4713,87922951-ryuchan,5.0
4714,5098373-yue,4.0
4715,2727238-jd-fensom,4.0
4716,8390878-tabrizia,5.0
4717,72369194-tasnim,4.0
4718,51850284-zah,4.0
4719,15932542-cindy,5.0
4720,308707-sean-harding,4.0
4721,81137332-munie-moe,5.0
4722,64462823-ban,4.0
4723,63497429-melody,3.0
4724,5428991-melissa,4.0
4725,30836709-m7-mo-d,2.0
4726,81834878-ashley-paper-ash-ink,5.0
4727,83427460-jess,2.0
4728,17116948-febrina-erwanto,2.0
4729,9237188-favian,3.0
4730,98910406-skye,5.0
4731,102751461-eugene,5.0
4732,38774009-alex,4.0
4733,112213946-wanrada-rani,2.0
4734,15682240-diego,5.0
4735,124684496-joscy-ortega,2.0
4736,93827901-atry,5.0
4737,68149143-pj,2.0
4738,2955383-carmen,5.0
4739,51262918-rowan,1.0
4740,28329156-kitiya,4.0
4741,90247188-arnab-chatterjee,5.0
4742,110686492-susan-canales,5.0
4743,140207723-mich,3.0
4744,55328474-andrew-kwang,2.0
4745,10879510-curious-madra,4.0
4746,89084726-glen-everett,5.0
4747,63477269-anas-abdul-jabar,3.0
4748,47912568-don-sinatra-vii,5.0
4749,33431007-courtney,4.0
4750,72782144-nicholas-c-madsen,5.0
4751,4150126-shatha,2.0
4752,76590838-jontelle,4.0
4753,96315891-yohanes-ndruru,4.0
4754,3985650-howard,5.0
4755,71490963-jessica-rose,4.0
4756,27789773-e-ll-a,4.0
4757,28947423-sabreen,3.0
4758,56025506-nina,5.0
4759,99524174-millie-cave,5.0
4760,81413182-barrett,4.0
4761,28483602-zahira,4.0
4762,36740594-godzread,4.0
4763,7287963-lhiza,5.0
4764,1790103-lisa,4.0
4765,4030105-robyn-rosencutter,5.0
4766,53659323-matt,3.0
4767,97895566-bryce-sharp,5.0
4768,19152651-addie-marie,5.0
4769,556898-cassie,4.0
4770,37035082-clarice-libunao,5.0
4771,85558147-chelsea-kelly,3.0
4772,9870499-michelle,3.0
4773,10306732-chris,3.0
4774,5365794-martha,5.0
4775,3709798-nicole,2.0
4776,60058300-nathanielle-peralta,5.0
4777,107896277-awa,5.0
4778,111512766-kelany-beautiful,5.0
4779,129554505-b-nh-l,4.0
4780,40879833-eli,5.0
4781,52546512-meredith-rulo,5.0
4782,150634356-alexandra,5.0
4783,4685500-angela-m-on-a-little-break,5.0
4784,49815208-marilynw,4.0
4785,47571190-beata,5.0
4786,38610813-paromjit,5.0
4787,27709782-jen,5.0
4788,26424937-lori,5.0
4789,597461-elyse-walters,5.0
4790,12653120-fran,5.0
4791,12851291-karen,5.0
4792,17295672-jaidee,2.0
4793,7262060-diane-barnes,5.0
4794,106692-cheri,5.0
4795,28082207-sujoya-semi-hiatus-till-the-end-of-the-year,5.0
4796,1849990-carole,5.0
4797,22600410-cathrine,2.0
4798,2172096-barbara,4.0
4799,10841164-brenda-traveling-sisters-book-reviews,4.0
4800,6181069-ingrid,5.0
4801,28604716-left-coast-justin,4.0
4802,5328952-antoinette,5.0
4803,5464046-porshajo,2.0
4804,1394928-laura,2.0
4805,59249969-mark,5.0
4806,1418580-wendy,5.0
4807,39272121-marilyn,5.0
4808,103664948-lisa,5.0
4809,109743598-uhtred,4.0
4810,1166663-carol,0.0
4811,15852313-mary-eve,5.0
4812,4843124-melanie,5.0
4813,62390164-numidica,5.0
4814,3229799-linda,5.0
4815,5860412-joseph,5.0
4816,27615265-elizabeth,3.0
4817,796425-jeanette-ms-feisty,4.0
4818,7481492-margitte,4.0
4819,68929803-jodi,5.0
4820,99765491-jimz,2.0
4821,100019622-vonda,0.0
4822,63451394-kriste,5.0
4823,77835475-morgan,4.0
4824,17436935-debbi,4.0
4825,67736000-elizabeth-a-g,5.0
4826,5304930-mary,5.0
4827,4237800-anna-maria,5.0
4828,18322003-bookread2day,5.0
4829,59187834-aga-durka,4.0
4830,41454801-katy,4.0
4831,5858699-kavita,2.0
4832,9693936-heidi,5.0
4833,27325082-jennifer,5.0
4834,39270192-jack-m,1.0
4835,27024624-suelucie,4.0
4836,69211327-katya,5.0
4837,41878643-anna,5.0
4838,2528841-claire,4.0
4839,1401015-jana,5.0
4840,18468967-rachel-jackson,3.0
4841,116446800-desiree,1.0
4842,66222749-booksnpenguins-wingspan-matters,5.0
4843,,
4844,,
4845,,
4846,126150743-vi-nguyen,3.0
4847,66646724-phan-hoa-ng,4.0
4848,116611703-an-ngo,0.0
4849,145208471-ngan-hazel,4.0
4850,,
4851,35211385-salom,4.0
4852,8008850-ly,5.0
4853,30483093-minmin,4.0
4854,127357344-crystal-tran,4.0
4855,87171224-trieu-do,5.0
4856,116340581-nam-tr-n,5.0
4857,159477010-lisa-ambert,0.0
4858,40432591-hazel-nut,5.0
4859,129554505-b-nh-l,4.0
4860,111192526-khoa-nguyen,4.0
4861,95799055-lam-nguyen,0.0
4862,,
4863,,
4864,1237196-lightspeed-petra-catching-up-on-reviews,5.0
4865,614778-ahmad-sharabiani,4.0
4866,11166121-em-lost-in-books,2.0
4867,44824883-paul,5.0
4868,48483884-michael-finocchiaro,4.0
4869,5917681-lady-clementina-ffinch-ffarowmore,4.0
4870,41609617-james,4.0
4871,6312599-shelina,5.0
4872,14329971-ceri,4.0
4873,2970379-manybooks,2.0
4874,38550123-laura-corna,5.0
4875,6016861-tom-loock,1.0
4876,54464244-hamad,4.0
4877,42267848-lucija,5.0
4878,10888748-kitty,5.0
4879,7701175-alison,2.0
4880,28807470-isabel,5.0
4881,8096368-sanja-sanjalica,4.0
4882,7476396-jemima-pett,4.0
4883,1389748-skip,3.0
4884,12039301-aaron-campling,5.0
4885,7379751-gitte-totallybookedblog,5.0
4886,36597953-lisa-whittaker,4.0
4887,112974369-jen,5.0
4888,621575-moushumi-ghosh,4.0
4889,4207930-helen,4.0
4890,4516168-vidhya,5.0
4891,23857545-aloke,5.0
4892,121433590-kymber,0.0
4893,34793250-john-beta,4.0
4894,139923626-nishil,5.0
4895,54693367,5.0
4896,5983175-victoria,4.0
4897,115122450-harris-j,5.0
4898,22603539-hannah-lassey,4.0
4899,5951384-catherine-mcdonald,0.0
4900,4072455-camilla,4.0
4901,32458368-mary,5.0
4902,12555370-jason,3.0
4903,5427551-clair-sharpe,3.0
4904,26983686-aimee34,5.0
4905,47692735-tami,3.0
4906,8898695-sonia-almeida-dias-peixinho-de-prata,3.0
4907,7504432-missstan,4.0
4908,115745695-balu,2.0
4909,115654195-william-norton,4.0
4910,97421981-louise-farthing,3.0
4911,50904353-jooke,4.0
4912,115439699-arnavjit-sachdeva,5.0
4913,34966081-bonus-lertwassana,4.0
4914,89657160-samanta,5.0
4915,133672142-esther-graham,3.0
4916,129967691-roisin-riordan,5.0
4917,7858211-jennifer,3.0
4918,2630450-amity,5.0
4919,140911148-martini---shaken-not-stirred,5.0
4920,7170634-shauna,0.0
4921,155735608-nik,4.0
4922,128813904-cynthia,5.0
4923,23753335-ben-phillips,4.0
4924,28611475-schae-amarah,5.0
4925,128511897-prodan-alexandra,5.0
4926,22853586-maria-katrina,5.0
4927,136132591-soph,4.0
4928,33248737-scotty,3.0
4929,11300406-carli-vallance,4.0
4930,21882205-jessica-hall,4.0
4931,12585239-chris-mills,3.0
4932,4780458-tali,3.0
4933,17171816-flynn-oberdries,4.0
4934,5890396-una-kilcoyne,5.0
4935,13334549-charlotte-smith,5.0
4936,60665750-maxy7,5.0
4937,24618734-jack-lloyd,4.0
4938,11499836-katherine-dyson,3.0
4939,3498889-cheryl,4.0
4940,86566918-laura-talboys,3.0
4941,2591802-teresa,5.0
4942,59918199-harry-h,4.0
4943,45878598-amelia-oswald,2.0
4944,48426578-littlereader,5.0
4945,14546476-bellagbear,0.0
4946,144255311-aduf,5.0
4947,58035955-christina-morland,4.0
4948,62492325-maya-kobyletska,0.0
4949,32581731-erin-murray,4.0
4950,67364883-david-wright,5.0
4951,63602401-leah-agirlandaboy,0.0
4952,100910875-stephen,4.0
4953,67274555-alexandra-hunter,4.0
4954,104686209-sofiyyah,5.0
4955,6125244-c,4.0
4956,19862594-nikki-somers,4.0
4957,10085593-sarakat,3.0
4958,15984136-jess,4.0
4959,110488402-shahira8826,5.0
4960,9396271-ellen,5.0
4961,99567005-17byerj236,0.0
4962,99567001-17francem036,3.0
4963,84621015-alison-wickham,4.0
4964,107099160-catarina,5.0
4965,107099883-alexis-harvey,5.0
4966,127382960-emilyrose-baker,5.0
4967,134623704-weroj-louie,4.0
4968,100716069-smiley,4.0
4969,51897516-kirsty-keddie,3.0
4970,64747919-dawn-moore,5.0
4971,71800347-natalie,5.0
4972,72907709-charlotte-moyse,4.0
4973,70946931-hannah,4.0
4974,83310785-cameron-hamilton,4.0
4975,26949666-michelle-behr,4.0
4976,112832121-thomas-mckenzie,4.0
4977,116699039-books,5.0
4978,122514169-saanvi,5.0
4979,118654222-emaan-nissa,5.0
4980,3776887-steve,4.0
4981,18712852-zizeloni,4.0
4982,20373364-tamara,3.0
4983,131859652-simon,5.0
4984,115533009-bibs-harker,0.0
4985,134777474-power,1.0
4986,38606308-tamera-davis,4.0
4987,92916452-m-a-wohl,4.0
4988,122462084-mara-vintila,5.0
4989,141691768-racia,5.0
4990,144978258-june-antony,5.0
4991,127442216-olivia-atwood,5.0
4992,4850306-nicolas,3.0
4993,17578780-carmen-thereadingtrashqueen,5.0
4994,87643160-husain-halai,5.0
4995,82140421-kirsty-mclaughland,5.0
4996,85245736-lies,0.0
4997,25764691-brandon-clarke,4.0
4998,7203-neda,4.0
4999,138329799-ruqayyah,4.0
5000,47371306-romany-adams,3.0
5001,83702358-zoe,5.0
5002,115462905-michela-giacomin,5.0
5003,3512034-kathy,5.0
5004,149806676-stefani200923,4.0
5005,14828283-cath-baker,5.0
5006,4673570-claire-hood,5.0
5007,107944221-lilya,5.0
5008,145148248-annie-geikie,5.0
5009,65963870-charlie-dawson,4.0
5010,134571911-luca,5.0
5011,3413851-joanne-hill,1.0
5012,59979758-charlotte-aitken,5.0
5013,48257885-hadi-mrabet,5.0
5014,38511137-rachel-pearson,5.0
5015,63632298-alex,5.0
5016,63549210-lidia-arion,4.0
5017,46049777-peter,4.0
5018,5223522-melanie,5.0
5019,109943430-reena,3.0
5020,65197941-connor-foster-nesbit,5.0
5021,28652671-sterre,4.0
5022,23233462-clare-o-beara,4.0
5023,6265511-kate,2.0
5024,3148475-jennifer,3.0
5025,32337687-inge-inge1990,4.0
5026,36095519-between-the-pages-gemma-m,5.0
5027,67451006-jake,4.0
5028,29702806-charley,5.0
5029,13412962-rachel-smelleykins,5.0
5030,29862371-heather,4.0
5031,29691590-ana-pereira,4.0
5032,16610095-adele-broadbent,4.0
5033,1448911-kristi,5.0
5034,50786939-ria,5.0
5035,2233899-hobby,4.0
5036,40315501-ria,5.0
5037,9319883-saab,4.0
5038,1154662-mady,4.0
5039,151337072-joe,4.0
5040,6231427-sarah,0.0
5041,7193378-bibek-thapa,4.0
5042,47320219-abbie-mitterhuber,4.0
5043,84884940-keith-on-semi-hiatus,3.0
5044,149207762-millie,5.0
5045,5875379-the-bookshop-umina,4.0
5046,16175024-maiko-lenting-lu,5.0
5047,3073428-allison-hikes-the-bookwoods,5.0
5048,45245669-hanna,5.0
5049,24585510-sanne-signedbysanne,3.0
5050,5750416-jenny-sar,5.0
5051,4570073-allaboutthepage-shaw,5.0
5052,8079067-helena,5.0
5053,718170-sarah,2.0
5054,14458037-erin,4.0
5055,28093731-jessica,5.0
5056,20745678-aidan-michael,5.0
5057,3691654-sally-harrison,3.0
5058,50543011-charlotte-witts-york,5.0
5059,38771557-thanh-thanh,4.0
5060,9176531-kristina,4.0
5061,53624881-abbie-howard,4.0
5062,43209152-meera,2.0
5063,47372205-medha-gupta,5.0
5064,59199054-xxstuartdaamazingxx,5.0
5065,59850839-vickylye,5.0
5066,60131233-luke-a,4.0
5067,61082327-dey,4.0
5068,40545113-yavi,5.0
5069,56589681-amy,5.0
5070,58585949-francesca,4.0
5071,40153432-jessica-sadler,5.0
5072,70415530-sophie-moran,5.0
5073,50912579-natasha-b,4.0
5074,102465920-greta-loves-books,5.0
5075,30710837-enya,3.0
5076,123496815-milo-shire,0.0
5077,146397466-lea,5.0
5078,150841302-elena-c-p-n,5.0
5079,2102070-jonathan,3.0
5080,7133078-elizabeth,5.0
5081,134571750-william-soot,5.0
5082,70286668-joonmo-koo,3.0
5083,117376329-ella,5.0
5084,121012986-jacinta,4.0
5085,116621098-ella-alexander,3.0
5086,135133112-lizacskaa,3.0
5087,141866171-sasha,0.0
5088,61896779-paula,4.0
5089,76237444-joonhyuk,5.0
5090,23603858-danielle-gates,3.0
5091,4870273-josh-ang,4.0
5092,141167833-ariana-reza,5.0
5093,58166661-s-s,5.0
5094,136492433-anokhi-priya,5.0
5095,151615876-anay,5.0
5096,54789015-tiffany,5.0
5097,54682463-tracey,5.0
5098,50725130-miranda-kate,5.0
5099,1212466-sheila,5.0
5100,138227620-bethan-williams,4.0
5101,27205439-hilary,2.0
5102,124126845-ronak-lodha,5.0
5103,17007602-vinay-leo,5.0
5104,89393781-jasmin-davis,5.0
5105,15644357-razia,4.0
5106,59825418-k-gover,5.0
5107,4359313-jim-anotsu,4.0
5108,111155374-caitlin-mccutchen,4.0
5109,5922400-tracy,4.0
5110,137047902-bianca,5.0
5111,106549825-jenny-sanders,4.0
5112,13378625-claudia,5.0
5113,70208753-rebecca,5.0
5114,79570529-mako,5.0
5115,101249317-maisie-giblenn,4.0
5116,78366180-fariat,4.0
5117,1123165-hirondelle,4.0
5118,143028864-mark-gee,5.0
5119,41775391-teleri,3.0
5120,20613979-ronald-kelland,4.0
5121,30571302-deanna-holdsworth,5.0
5122,36235591-demi-spelbos,2.0
5123,44653346-joanne-hutchinson,5.0
5124,120885860-lauren,5.0
5125,407712-linda,5.0
5126,120997931-simon-till,5.0
5127,111152297-suhaila-haji,4.0
5128,5931583-lorena,2.0
5129,102881648-liam-stamp,4.0
5130,99401394-collette,5.0
5131,135763218-ellie,5.0
5132,140547909-pramitha,5.0
5133,75204781-v-ng,4.0
5134,136210048-rafael,5.0
5135,2195723-jane,4.0
5136,128929226-sunny-brooks,4.0
5137,142664203-audrey,4.0
5138,71104918-nichola-harris,5.0
5139,74190379-jenni-mcreddie,3.0
5140,76942735-lu-etchells,4.0
